"","n","p","sd"
"589",70,10,4.10464866992506
"590",75,10,3.89107663596268
"591",80,10,3.89473294638003
"592",85,10,3.83570897183075
"593",90,10,4.15016800531759
"594",95,10,4.45310292135054
"595",100,10,4.52859147015025
"596",120,10,4.36753383029759
"597",140,10,4.90184049118339
"598",160,10,5.27666475671649
"599",180,10,5.5992080380413
"600",200,10,5.79169176211378
"601",300,10,7.18322830238752
"602",400,10,7.8518169967692
"603",500,10,9.37481792117993
"604",2,11,0.500627746637677
"605",3,11,0.678751440210582
"606",4,11,0.731196445017363
"607",5,11,0.864951272337111
"608",6,11,1.00745961426345
